created_time,user_id,text,is_retweet,is_quote,is_reply,tags,sentiment_scores,is_real
2022-07-19 14:45:14,1379099336588599298,من نه ریچ بودم نه از خونه بیرون رفتم هیچوقت تتها نیستی #همراه_اول,False,False,True,{'hamrah_aval'},1,1
2022-07-19 14:40:46,180160019,چقدر کم مصرفی من تقریبا هفته‌ای ۱۰۰ گیگ مصرفمه تازه الان که رایتل و همراه اول «نامحدود» هاشون رو از قبل هم محدود‌تر کردن,False,False,True,"{'hamrah_aval', 'rightel'}",-1,1
2022-07-19 14:36:23,1275726195745796097,سلام دوست عزیز، هر خط دائمی همراه اول مطابق با قوانین و دستورالعمل‌های موجود، دارای مبلغ ودیعه و سقف کارکرد می‌باشد، اگر کارکرد خط شما در طول یک دوره به ۸۵ درصد سقف ودیعه خط برسد، مطابق با پیامک‌های اطلاع رسانی ودر صورت عدم پرداخت صورتحساب میاندوره،,False,False,True,{'hamrah_aval'},0,1
2022-07-19 13:50:21,1411766603100852230,امروز صبح درخواست #ترابرد از #ایرانسل به #همراه_اول رو از یکی از دفاتر پیشخوان ثبت‌ کردم. ظهر سیمکارت ایرانسل غیرفعال شد و سیمکارت همراه اول فعال نشد کلا. جالبه که نه ایرانسل پاسخگوعه و نه همراه اول. همراه اول: حالا ۲۴ ساعت صبر کن ببینیم چی میشه …,False,False,False,"{'hamrah_aval', 'irancell'}",0,1
2022-07-19 13:50:16,1470003653423546509,این یعنی از بسته دوشنبه سوری همراه اول جا موندیم؟,False,False,True,{'hamrah_aval'},0,1
2022-07-19 13:21:50,68650887,حالا که فهمیدم بدت میاد باید این یک روز تماس رایگان همراه اول رو استفاده کنم و بهت بزنگم و هی گلوم رو صاف کنم,False,False,True,{'hamrah_aval'},-1,1
2022-07-19 13:11:40,1342186760441188352,آقای همراه اول! یبار دیگه تو ساعتای خواب بهم پیام تبلیغاتی بدی و بیدارم کنی، میام رنده‌ات میکنم …,False,False,False,{'hamrah_aval'},0,1
2022-07-19 12:49:59,1390746117286019080,من فکر میکردم همراه اول و ایرانسل دزدن بعد دیدم ن بابا رایتل هم فقط بسته‌های پرحجم داره اما سرعتش از همه پایین‌تره,False,False,True,"{'hamrah_aval', 'rightel', 'irancell'}",-1,1
2022-07-19 12:43:45,5887282,سیم کارت دائمی همراه اول دارم ۴ ساله خاموشه، پیامک اومده به خط دیگه‌ام که اگه استفاده نکنی ازش امتیازشو واگذار می‌کنیم!!!؟ معنی دائمی بودن رو هم فهمیدیم,False,False,True,{'hamrah_aval'},0,1
2022-07-19 12:39:45,1546588563168428035,خیلی وقته رایتل مو ترابرد کردم از دست همین کارش بعد از دور دور روی همه‌ی سیم کارتا از شاتل گرفته تا رایتل و ایرانسل و همراه اول دوباره برگشتم به همراه اول درکنار دزد اول باشی بهتر تا دزدای دست چندم,False,False,True,"{'hamrah_aval', 'rightel', 'irancell'}",0,1
2022-07-19 12:24:39,1275726195745796097,سلام دوست عزیز، هر خط دائمی همراه اول مطابق با قوانین و دستورالعمل‌های موجود، دارای مبلغ ودیعه و سقف کارکرد می‌باشد، اگر کارکرد خط شما در طول یک دوره به ۸۵ درصد سقف ودیعه خط برسد، مطابق با پیامک‌های اطلاع رسانی ودر صورت عدم پرداخت صورتحساب میاندوره، مشمول قوانین قطع بدهی خواهد شد,False,False,True,{'hamrah_aval'},0,1
2022-07-19 12:22:21,1537164960001937411,امیدوارم توی #کهکشان_آرزوها همراه اول، به کربلا نرفته‌ها مبلغی برسه که آرزو به دلشون نمونه,False,False,True,{'hamrah_aval'},0,1
2022-07-19 11:48:25,1259131965938249729,ایرانسل رایتل همراه اول,False,False,True,"{'hamrah_aval', 'rightel', 'irancell'}",0,1
2022-07-19 11:34:48,14498809,کسی بررسی کرده که بسته به صرفه این روزهای همراه اول کدومه؟,False,False,False,{'hamrah_aval'},0,1
2022-07-19 11:27:56,1268078989408681987,+توکه مخاطب من نیستی +تو همراه اول منی,False,False,False,{'hamrah_aval'},0,1
2022-07-19 11:25:56,1259601174346547200,۲۰ گیگ شصت هزار تومن، ۳۰ گیگ نود هزار تومن. همراه اول.,False,False,False,{'hamrah_aval'},0,0
2022-07-19 11:22:25,1563144092,الان با اینترنت همراه اول رفتم اومد بالا، ولی با اینترنت مخابرات گوگل فیلتره,False,False,True,{'hamrah_aval'},0,1
2022-07-19 11:15:17,1005051589613125632,۲-۳ روزه نت همراه اول کند شده,False,False,False,{'hamrah_aval'},-1,1
2022-07-19 10:07:59,1353682735521542144,همراه اول با این کارش ارزوهای خیلی هارو براورده میکنه #کهکشان_آرزوها,False,False,False,{'hamrah_aval'},1,1
2022-07-19 10:06:00,1479117327249510411,ایرانسلی یا همراه اول؟,False,False,True,"{'hamrah_aval', 'irancell'}",0,1
2022-07-19 10:00:21,1304729259085385730,خوبیش اینه تلفنش هم رایگانه! دمت گرم همراه اول. #کهکشان_آرزوها,False,False,False,{'hamrah_aval'},1,1
2022-07-19 09:32:45,1530456673113997312,عاشورا نتیجه تلخ فراموشی پیام غدیر بود … ولی خداروشکر الان دیگه دارن همه برای غدیر سنگ تمام میزارن … خدا خیرشون بده (حرکت قشنگ همراه اول برای گسترش غدیر) #مبلغ_غدیر_باشیم #کهکشان_آرزوها,False,False,False,{'hamrah_aval'},0,1
2022-07-19 09:27:25,1546791348463886347,همراه اول من گشاده فق میگه رو به اتمامه دیگه توضیح خاصی نمیده,False,False,True,{'hamrah_aval'},1,1
2022-07-19 08:37:31,1308704910012231680,یه کار خوب از همراه اول #کهکشان_آرزوها,False,False,False,{'hamrah_aval'},1,1
2022-07-19 08:17:09,360461731,مگه همراه اول شبانه‌اش رو حذف نکنید؟,False,False,True,{'hamrah_aval'},0,1
2022-07-19 07:35:53,1518489464435322880,خب تا الان همراه اول و بانک ملت بهم تولدمو تبریک گفتن,False,False,False,{'hamrah_aval'},0,1
2022-07-19 07:35:44,1547108054784626688,دزد اول #همراه_اول‌,False,False,False,{'hamrah_aval'},-1,1
2022-07-19 07:16:55,4702453171,همراه اول شبانه,False,False,True,{'hamrah_aval'},1,1
2022-07-19 07:08:06,1245202599738998785,بنام خدا هدیه سی و ششم عید غدیر سرکار زینب (ماه ♡) ارجمند شارژ ناقابل ده تومنی همراه اول، در خصوصی شما ارسال شد. موفق باشید.,False,True,True,{'hamrah_aval'},0,1
2022-07-19 06:26:15,1513098626565877763,سلام همراه اول لطفا با تشکر برا این آیدی بفرستین,False,False,True,{'hamrah_aval'},0,1
2022-07-19 06:22:24,1489454192355909639,کاربر نمایندگی همراه اول,False,False,True,{'hamrah_aval'},0,1
2022-07-19 06:19:37,1216373820707299328,نه همراه اول خیلی سرد برخورد میکنه,False,False,True,{'hamrah_aval'},-1,1
2022-07-19 06:10:56,477566968,"I'm at Avval Hamrahe Tower | برج همراه اول in Tehran, Tehran Province",False,False,False,{'hamrah_aval'},0,0
2022-07-19 05:39:29,1207750802619584512,ایرانسل برا اینترنت همراه اول برای تلفن کردن,False,False,True,"{'hamrah_aval', 'irancell'}",0,1
2022-07-19 05:26:14,887000098068197376,چرا هر دو هفته برای من اس ام اس میاد از همراه اول قبض پرداخت کن به سقف نزدیک شدی مگه چقدر مصرف دارم!!!!,False,False,False,{'hamrah_aval'},0,1
2022-07-19 04:36:49,1371003011699507203,شنیدها حاکیست که حمله سایبری به #همراه_اول شده است برخی می‌گویند آنقدر این حمله گسترده بوده است که چند هفته است #شرکت_همراه_اول به ایمیل‌ها و سیستم‌های خود بطور کامل دستیابی کامل پیدا نکرده است؟! از مددیران #همراه_اول بپرسیم آیا خبر صحت دارد؟,False,False,False,{'hamrah_aval'},0,1
2022-07-19 03:47:50,1245202599738998785,بنام خدا هدیه سی و دوم عید غدیر سرکار علی نژاد ارجمند شارژ ناقابل ده تومنی همراه اول، در خصوصی شما ارسال شد. موفق باشید.,False,True,True,{'hamrah_aval'},0,1
2022-07-19 03:43:59,1245202599738998785,بنام خدا جایزه سی ام عید غدیر سرکار گلشید (و رنگ غم) هدیه ناقابل ده تومنی همراه اول، در خصوصی شما ارسال شد. موفق باشید.,False,True,True,{'hamrah_aval'},0,1
2022-07-19 03:31:28,304272144,این برنامه همین الان از رادیو پخش میشه و شما میتونید گوش کنید. بعد منو وصل کرد به ایر و یکی اونجا با صدایی شبیه صحبت تو رادیو باهام صحبت کرد و چندتا سوال در مورد کیفیت همراه اول پرسید. مصاحبه تموم شد گفت وصل میکنم به واحد مالی بابت گرفتن جایزه ت,False,False,True,{'hamrah_aval'},0,1
2022-07-19 03:30:02,304272144,کلاهبرداری در ایران واقعا فوق حرفه‌ای شده. دیروز بهم زنگ زدن با خط واتس آپ که آرم صدا و سیما هم داشت. گفتن تو برنامه‌ی رادیویی که ویژه همراه اول هستش به قید قرعه برنده شدید. باید برید روی ایر و صحبت کنید با مدیر عامل همراه اول.,False,False,False,{'hamrah_aval'},-2,1
2022-07-19 02:25:13,4642090767,وقتی شبانه نامحدود همراه اول میگیری,False,False,True,{'hamrah_aval'},0,1
2022-07-19 02:00:35,1292490021249921024,دو سیمکارته برخی جاها ایرانسل و برخی همراه اول، آنتن دهی بهتری دارند از شاتل هم تعریف زیاد شنیدم,False,False,True,"{'hamrah_aval', 'irancell'}",0,1
2022-07-19 00:06:31,1489746362518417410,نت همراه اول آشغال از وقتى اومدم این خراب شده ایمیل هامو مى دزده، با نت ایرانسل پس مى گیرم! کثافتها,False,False,False,"{'hamrah_aval', 'irancell'}",-1,1
2022-07-18 23:34:23,1482447757881360390,۱۴۰۰ سال پیش عدد و رقم نبوده اینا من دراری ملا هاست، کما اینکه میگن رقیه تلفن کرد به شمر هرچی ازدهنش درامد نثار شمر کرد، شمر ازانروز ببعد شماره سری گرفت! (با همراه اول),False,False,True,{'hamrah_aval'},0,1
2022-07-18 22:42:55,770723148,ایرانسل با همراه اول چه تفاوتی داره که با ایرانسل همیشه مشکل داشتم برای باز کردن خیلی سایت‌ها روی گوشی اما با همراه اول همیشه اوکی بوده؟,False,False,False,"{'hamrah_aval', 'irancell'}",0,1
2022-07-18 22:37:16,271215167,همراه اول که داغوووونه.,False,False,True,{'hamrah_aval'},-2,1
2022-07-18 22:37:11,774407297149919234,سگ بقبر پدرشون. امشب برای سومین دفعه هس که این ستاره یک مربع و هف هشتاد پول منو میخورن!! بی ناموسها هیچ شماره تماسی هم برای پیگیری ندارن. تاحالا۲۰۰هزارتومن بالا کشیدن حرومزاده‌ها از #هف_هشتاد و *۱ شارژ و بسته نخرید، بیناموسها رسما دزدن #همراه_اول #ایرانسل,False,False,False,"{'hamrah_aval', 'irancell'}",-2,1
2022-07-18 22:12:47,1494214397841002497,سلطان همراه اول، تنها پیام دهنده به گوشی من,False,False,True,{'hamrah_aval'},0,1
2022-07-18 22:02:24,1444711176407949313,به سلامتی آدما اهمیت میده تشویقشون میکنه بخوابن. مث ایرانسل و همراه اول دنبال مادیات نیس فقط: (,False,False,True,"{'hamrah_aval', 'irancell'}",1,1
2022-07-18 21:56:11,1421774071612723201,الوعده وفا بچه‌ها یکی از دوستای گل بانی شدن تمام اکت هایی که رو این توییت داشتید فیو منشن و یا ریت رو دایرکت دادم عیدی دوستمونو براشون فرستادم هرکدومتون هم اگه هنوز عیدیشونگرفته دایرکتشو چک کنه تکس من هست جوابمو بده که ایرانسله یا همراه اول من براش عیدیشو بفرستم علی نگهدار همتون,False,False,True,"{'hamrah_aval', 'irancell'}",0,1
2022-07-18 21:50:56,1473000629631127558,حالا چرا بسته‌های سالانه رو برداشتی آقای همراه اول؟,False,False,False,{'hamrah_aval'},0,1
2022-07-18 21:44:08,1300927777236045825,ممنونم از سرعت اینترنت ایرانسل، کیرم دهنت همراه اول.,False,False,False,"{'hamrah_aval', 'irancell'}",0,1
2022-07-18 21:39:48,1533711801870913536,نه داداش هیچ کس تنها نیست #همراه_اول,False,False,True,{'hamrah_aval'},1,1
2022-07-18 21:01:50,1213873636643225601,من قبل س سالگی چن تا سیم داشتم. بعد سی فقط دو سیم‌دارم یه همراه اول یه ایرانسل.,False,False,True,"{'hamrah_aval', 'irancell'}",0,1
2022-07-18 20:57:08,843941771805626368,نمیدونم چقدرش رو خوندید یا فهمیدید اما اگر درکش کنید بهتون کمک میکنه امن بمونید نه تنها اینجا حتی برای الگوریتم حساب مشترک بانکی یا اینکه چطور از نتیجه text mining همراه اول نجات پیدا کنید راستی در مورد تشخیص چهره هم خیلی سریع اتفاق میوفته چون هر صورت براساس ماهیتش تعداد زیادی ۱۲,False,False,True,{'hamrah_aval'},1,1
2022-07-18 20:54:42,1432672850629079047,همه رو زدن هیچی گیرم نیومد نه همراه اول نه ایرانسل,False,False,True,"{'hamrah_aval', 'irancell'}",1,1
2022-07-18 20:48:36,1320753861385138177,داداش سرعت دانلود نامحدود همراه اول برا من بعضی وقتا به ۶ مگ هم میرسه سعی کن جاتو ۵وض کنی بهترین نقطه خونه رو پیدا کنی,False,False,True,{'hamrah_aval'},0,1
2022-07-18 20:43:14,1371742093291425792,سرعت همراه اول به زور به ۱ مگ میرسه ولی نامحدود داره سرعت ایرانسل روی ۶ ۷ مگ فیکسه ولی نامحدود نداره چه وضعشه؟:) مسخره ننتونیم؟,False,False,False,"{'hamrah_aval', 'irancell'}",0,1
2022-07-18 20:40:23,1527661720407261186,از وقتی همراه اول بسته ۱۵گیگشو کرد ۷گیگ دنیا سیاه شد I vote for #MTVLAFANDOMEXO at the ۲۰۲۲ #PremiosMTVMIAW,False,False,False,{'hamrah_aval'},0,1
2022-07-18 20:36:53,1414330734374965250,طرح #کهکشان_آرزوها همراه اول برای همراه اولی‌ها. کهکشان آرزوها همراه اول یه پویشی داره به نام کهکشان آروزها با شماره ۹۹۹۸ تماس میگیرید، سوره عادیات رو بصورت رایگان گوش میدید و در قرعه کشی ثبت آرزوها شرکت داده میشید.,False,False,False,{'hamrah_aval'},1,1
2022-07-18 20:31:25,1037424757,مرسی از اطلاعات کاملت. حالا به صورت جزئی‌تر بگو با چه رمزی یا کدی؟ ایرانسل همراه اول؟,False,False,True,"{'hamrah_aval', 'irancell'}",0,1
2022-07-18 20:23:17,882733028698714112,خو همراه اول بگیر,False,False,True,{'hamrah_aval'},0,1
2022-07-18 20:18:00,1232432658115854338,همراه اول چاقال، من کلا از گوشیم کم استفاده میکنم بعد چجوری تو ۲۴ ساعت ۶ گیگ اینترنتم تموم میشه؟,False,False,False,{'hamrah_aval'},0,1
2022-07-18 20:08:06,1384820422772940805,گوه بگیره اینترنت همراه اول رو یک ربع این ویدیو رو نتونستم تا اخر ببینم و اما اقای لاریجانی اساسا نه نظرت مهمه و نه کارشناسی این توهمات به درد جمع‌های دورهمی تون میخوره‌ای کاش در این چهل سال فقط یک گام مثبت برای ایران برداشته بودی,False,False,True,{'hamrah_aval'},0,1
2022-07-18 19:58:09,1325498906038431745,همراه اول ندارم,False,False,True,{'hamrah_aval'},0,1
2022-07-18 19:57:49,1333657131451551744,همراه اول چی؟,False,False,True,{'hamrah_aval'},0,1
2022-07-18 19:52:34,1333657131451551744,همراه اول ۵ تومنه ایرانسل ۲ خواهش,False,False,True,"{'hamrah_aval', 'irancell'}",0,1
2022-07-18 19:49:50,1373180805065900033,مشترک گرامی شما ۸۵٪ حجم بسته مدار فیروزه‌ای اینترنت ۳ گیگا بایتی (۲۰۹۳۰ریال) را استفاده نموده‌اید. این بسته تمدید خودکار ندارد.,False,False,True,{'hamrah_aval'},-1,1
2022-07-18 19:40:41,1333657131451551744,نفری یکی بزنید تا بقیه هم بتونن بزنن کد‌های شارژ ایرانسل ۱۶۳۶۵۰۵۱۹۵۷۰۹۱۰۷ ۳۳۶۴۳۳۲۵۶۱۶۸۱۷۳۳ ۴۸۵۵۶۵۲۷۱۴۵۲۴۵۶۶ ۳۴۴۶۴۲۰۹۳۷۵۹۷۹۱۰ ۲۰۴۹۸۲۲۱۵۱۷۵۹۰۰۷ ۱۴۴۵۳۳۶۷۶۶۴۳۰۹۷۳ ۲۳۹۲۴۶۱۶۵۵۲۲۵۲۰۲ کد‌های شارژ همراه اول ۷۴۳۲۴۲۴۴۴۹۰۴۱۵۰ ۷۴۷۹۴۶۱۴۴۱۴۸۲۹۸ ۷۴۷۰۹۶۲۹۰۸۴۲۴۶۴ ۷۴۲۴۴۱۶۴۱۷۲۰۵۷۸ ۷۴۲۳۱۱۵۱۵۱۸۴۱۹۶,False,True,False,"{'hamrah_aval', 'irancell'}",0,0
2022-07-18 19:33:18,1388589193346027522,الان یادم افتاد حدود ۹ سال پیش که تازه گوشی خریده بودم تبلیغات شارژ همراه اول رو دیدم که می‌گفت ستاره فلان مربع رو بزنید گوشیتون شارژ می‌شه. من فکر می‌کردم منظورش شارژ موبایله که صد درصد می‌شه چند بار زدم نشد و واقعا اعصابم خورد شده بود.,False,False,False,{'hamrah_aval'},-1,1
2022-07-18 19:01:04,1375006582510125061,همراه اول همونم رایگان نمیده خاک بر سرش,False,False,True,{'hamrah_aval'},-1,1
2022-07-18 19:00:37,808229128512081920,شارژ بفرستم؟ همراه اول یا ایرانسل,False,False,True,"{'hamrah_aval', 'irancell'}",0,0
2022-07-18 18:51:41,1399269052393140226,همراه اول داره چه غلطی می‌کنه هی سه روز یه بار بسته‌ی اینترنت من تموم میشه با اینکه نه تو اینستا زیاد میچرخم نه فیلم آنلاین نگاه می‌کنم.,False,False,False,{'hamrah_aval'},-1,1
2022-07-18 18:27:45,2662249976,وضع امنیت ما! سنگ ‌را بسته و سگ را گشاده‌اند … یعنی چقدر مملکت بی‌در و پیکر باید باشه که با خط همراه اول به اسم قوه‌قضاییه بدافزار بفرستن! #حق_شهروندی,False,False,False,{'hamrah_aval'},0,1
2022-07-18 18:24:54,1037389353075519488,بهترین دوست من چرم درسا، همراه اول و بانک پارسیان و حتی بانک تجارته که تولدمو تبریک گفتن,False,False,False,{'hamrah_aval'},1,1
2022-07-18 17:38:37,1371900702713348097,منی ک همراه اول ندارم چی,False,False,True,{'hamrah_aval'},0,1
2022-07-18 17:21:31,1109371589911633920,همراه اول، رایتل، ایرانسل همه شو دارم,False,False,True,"{'hamrah_aval', 'rightel', 'irancell'}",0,1
2022-07-18 17:12:53,1469695996900691969,آره ولی واسه من نشسته روی همراه اول,False,False,True,{'hamrah_aval'},0,1
2022-07-18 16:58:37,1093716239619362817,واتساپ قابلیت ایجاد اکانت با شماره تلفن‌های ثابت را دارد. کلاهبرداران با ایجاد اکانت با شماره تلفن‌های ثابت و نصب آرم ادارات دولتی و اپراتور‌های تلفن همراه مانند همراه اول و صدا و سیما و …، تماس صوتی میگیرند و اعلام میکنند که شما برنده شدید. کلاهبرداریه. مواظب باشید.,False,False,False,{'hamrah_aval'},-1,1
2022-07-18 16:09:47,45546294,ت‌ق-#خانواده_علوی درسا بازار که با سرشماره‌ی GHADIR پیامک تبلیغ کسب‌وکار بر خط تلفن همراه اول می‌فرستی؛ نیازی به شناخت شما نیست زیرا آن‌که دستت را گرفت، اکنون با انگشت اتهام ضد امنیت ملی روبه‌روست و نفس‌های آخر را می‌کشد. بورس. قوه‌ی تروریستی قضاییه. جمهوری فرقه‌ی انحرافی اسلامی.,False,False,True,{'hamrah_aval'},1,1
2022-07-18 15:56:16,1408264525514559491,فک کنم با ایرانسل نشه فقط با همراه اول و خط تلفن ثابت,False,False,True,"{'hamrah_aval', 'irancell'}",0,1
2022-07-18 15:46:38,1378590844031270919,بیاید همگی دعا کنید به آرزوم برسم روز عیدی جای دوری نمیره زنگ زدم ۹۹۹۸ هم آرزو کردیم (البته طرح گفته بود آرزو برای بچه هاست) از ما گذشته قبول اما شاید تو قرعه کشی بردیم خوبه دیگه همراه اول دمت گرم #کهکشان_آرزوها,False,False,False,{'hamrah_aval'},1,1
2022-07-18 15:35:51,1241586771445592069,رو حالت خودکار باشه شیش میزنه ولی دستی بذار رو یه شبکه عالی میشه من تست کردم رو شبکه همراه اول از سرعت سیم کارت اصلیم که همراه اوله بیشتره,False,False,True,{'hamrah_aval'},1,1
2022-07-18 15:29:36,1523505633101815808,آرزو میکنم تو #کهکشان_آرزوها همراه اول به مجردهای تایملاین مبلغی برسه تا شرایط ازدواجشون مساعد شه,False,False,False,{'hamrah_aval'},0,1
2022-07-18 15:28:42,1479802862448304132,ازطرحهای دیگه همراه اول چیزی نصیبمون نشدانشاالله تواین طرح آرزوم که محاکمه حسن روحانی هست برآورده بشه … #کهکشان_آرزوها,False,False,False,{'hamrah_aval'},-1,1
2022-07-18 15:18:08,1409833513772208130,عید تون مبارک همراه اول,False,False,True,{'hamrah_aval'},0,1
2022-07-18 15:05:31,1040250844992692224,اره با همراه اول کد *۱۰۰*۶۴# رو بزن، نت مفتی میده,False,False,True,{'hamrah_aval'},0,1
2022-07-18 15:01:04,1268099529967931393,پویش جذاب و قشنگ همراه اول در عید غدیر تماس با ۹۹۹۸ #کهکشان_آرزوها,False,False,False,{'hamrah_aval'},1,1
2022-07-18 14:58:19,1040250844992692224,دوشنبه سوری همراه اول رو میتونی امروز فعال کنی,False,False,True,{'hamrah_aval'},0,1
2022-07-18 14:57:50,1494181070350307336,منم یکی از بچه‌های توییتر بهم عیدی داد شارژ ایرانسل منم همراه اول,False,False,True,"{'hamrah_aval', 'irancell'}",0,1
2022-07-18 14:45:09,1527172381101506560,همراه اول چه کرده عید مبارک آخ چه شیرین بشه این جایزه #کهکشان_آرزوها زنگ بزن ۹۹۹۸ سوره گوش کن و بعدشم آرزو دیگه,False,False,False,{'hamrah_aval'},0,1
2022-07-18 14:28:13,1231996211101499393,همراه اول و رایتل,False,False,True,"{'hamrah_aval', 'rightel'}",0,1
2022-07-18 14:18:50,1414330734374965250,قابل توجه دوستان پرسپولیسی بهترین فرصت براتون تا تو #کهکشان_آرزوها همراه اول شرکت کنید شاید قهرمانی آسیا از توش در اومد و آرزوی دیرینتون برآورده شد,False,False,False,{'hamrah_aval'},1,1
2022-07-18 14:18:23,1057958677565595648,من همراه اول هم نیستم هم قبوله؟,False,False,True,{'hamrah_aval'},0,1
2022-07-18 14:09:57,1442299546566987777,همراه اول یجوری میگه #کهکشان_آرزوها که انگار میخواد بنز جایزه بده یه شارژ ده تومنی این حرفارو نداره که,False,False,False,{'hamrah_aval'},1,1
2022-07-18 13:57:31,1401487470664028163,فقط منتظر ک اسم ایرانسل یا همراه اول بیاد,False,False,True,"{'hamrah_aval', 'irancell'}",0,1
2022-07-18 13:52:51,826866619079090176,موافقم از وقتی رایتل گرفتم فهمیدم همراه اول و ایرانسل از سر و ته بسته‌ها میزنن,False,False,True,"{'hamrah_aval', 'rightel', 'irancell'}",0,1
2022-07-18 13:37:20,992061960618479616,همراه اول زدم فقط ۲۴ ساعت بود مسخره‌ها,False,False,True,{'hamrah_aval'},-1,1
2022-07-18 13:34:21,1341301101405073409,به نام خدا همراه اول,False,False,True,{'hamrah_aval'},0,1
2022-07-18 13:29:30,1222820921918083072,همراه اول گدا,False,False,False,{'hamrah_aval'},1,1
2022-07-18 13:10:46,1358675724450807810,سلام. همراه اول,False,False,True,{'hamrah_aval'},0,1
2022-07-18 13:05:46,1330586035013738497,من فکر کنم ایرانسل ریده، آمدم رو همراه اول، بهتر شد,False,False,True,"{'hamrah_aval', 'irancell'}",-1,1
2022-07-18 13:03:36,1548675510938517504,احسنت به همراه اول,False,False,True,{'hamrah_aval'},1,1
2022-07-18 12:11:26,1354449851002445824,ھمراہ اول (:,False,False,True,{'hamrah_aval'},0,0
2022-07-18 12:06:02,1500793820715364356,همراه اول چطور مگه؟!,False,False,True,{'hamrah_aval'},0,1
2022-07-18 12:04:12,1481011021091332100,ایرانسلی یا همراه اول؟ معنوی ب نیتت سه تا توسل اوکیه؟,False,False,True,"{'hamrah_aval', 'irancell'}",0,1
2022-07-18 12:01:29,1102426504531795969,#همراه_اول؛ چقدر گدا شدی هدیه دوشنبه آخر ماه را کردی ۵۰۰ میگ. قبلا دو گیگ می‌دادید.,False,False,False,{'hamrah_aval'},0,1
2022-07-18 11:47:14,1370753879848128517,هیچکس تنها نیست همراه اول من نیز چون تو,False,False,True,{'hamrah_aval'},0,1
2022-07-18 11:47:13,1291468757374836737,کار خوب همراه اول؛ برا بچه‌ها شماره رایگان ۹۹۹۸ رو بگیرید هم قرآن گوش کنن هم آرزوهاشونو به قید قرعه برنده شن,False,False,False,{'hamrah_aval'},1,1
