index,created_time,user_id,text,is_retweet,is_quote,is_reply,tags,sentiment_scores,is_real
43,2022-09-20 12:41:29,1474819334547681289,اینترنت همراه اول توی اهواز قطع شد. ایرانسل تا چند ساعت پیش کار میکرد الان و نمیدونم. #مهسا_امینی #دینا_زهرایی,False,False,False,"{'hamrah_aval', 'irancell'}",-1,1
44,2022-09-20 12:36:29,855161665402408961,ایرانسل و همراه اول من هر دو قطعن. فقط مودم وصله,False,False,True,"{'hamrah_aval', 'irancell'}",0,1
45,2022-09-20 12:35:44,2345956399,ساعت ۵ بعد از ظهر ۲۹ شهریور اینترنت همراه اول توی اصفهان کلا قطع شد و اینترنت ایرانسل به کندی عمل میکنه,False,False,True,"{'hamrah_aval', 'irancell'}",-1,1
46,2022-09-20 12:33:15,1430778123306536968,خط همراه اول من انتنش قطع شده کلا #مهسا_امینی,False,False,True,{'hamrah_aval'},0,1
47,2022-09-20 12:32:03,2182375628,من هم همراه اول هم ایرانسل چک مردم جفتش قطعه,False,False,True,"{'hamrah_aval', 'irancell'}",0,1
48,2022-09-20 12:31:41,1301128752928358403,نتای خوزستان دارن قطع میکنن همراه اول و ایرانسل کلا قطعه,False,False,False,"{'hamrah_aval', 'irancell'}",0,1
49,2022-09-20 12:27:03,1431979634879574020,نت همراه اول اینجا قطع شد و ایرانسل در حد چند دقیقه وصل میشه تا یکم دیگه همینم نیست بچه‌های خارج از ایران هوامونو داشته باشید:) #مهسا_امینی,False,False,False,"{'hamrah_aval', 'irancell'}",0,1
50,2022-09-20 12:26:44,1490672192396402689,تو اهواز ایرانسل و همراه اول رو قطع کردن: #مهسا_امینی,False,False,False,"{'hamrah_aval', 'irancell'}",0,1
51,2022-09-20 12:26:40,1224792142373179394,همراه اول رو یک ساعته قطع کردن,False,False,True,{'hamrah_aval'},0,1
52,2022-09-20 12:26:11,1427307354563960834,درسته اهواز همراه اول کامل قطعه، ایرانسل ظعیفه ای‌دی‌اس‌ال ظعیفه #مهسا_امینی,False,True,False,"{'hamrah_aval', 'irancell'}",0,0
53,2022-09-20 12:26:03,716212129,گوه اول (#همراه_اول) پیشگام در قطع کردن #اینترنت بعد از دزدی، اختلاس، تجاوز و قتل تنها کاری که بلد هستید #قطع_کردن_اینترنت هست! #ایرانسل هم گووووووه دوم! اینجا #خوزستان #بندرماهشهر #ما_باهم_قویتریم #زن_زندگی_آزادی #مهسا_امینی #Mahsa_Amini #MahsaAmini #hijab,False,False,False,"{'hamrah_aval', 'irancell'}",0,1
54,2022-09-20 12:26:03,1386914791512543234,اینترنت همراه اول برای من قطع شد,False,False,False,{'hamrah_aval'},-1,1
55,2022-09-20 12:25:18,712241140792213504,اینجا هیییچ خبری نیست بیرون ولی دیتای همراه اول قطعه. بنظر میاد دست پیش گرفتن #مهسا_امینی,False,False,False,{'hamrah_aval'},0,1
56,2022-09-20 12:24:29,807673005497262080,اینترنت ایرانسل و همراه اول در خوزستان قطع شد.,False,False,False,"{'hamrah_aval', 'irancell'}",-1,1
57,2022-09-20 12:22:20,963494841970774016,۹۱۹ همراه اول قطعه,False,False,True,{'hamrah_aval'},0,1
58,2022-09-20 12:21:51,963494841970774016,خط همراه اول ۹۱۹ نتش قطع شده,False,False,True,{'hamrah_aval'},-1,1
59,2022-09-20 12:21:47,924585548248842241,دستور قطع اینترنت #خوزستان پیام وارده از کارمندان همراه اول #مهسا_امینی,False,False,False,{'hamrah_aval'},0,1
60,2022-09-20 12:18:30,833007659058073601,همراه اول توی اهواز قطع شد! #Mahsa_Amini #مهسا_امینی,False,False,False,{'hamrah_aval'},0,1
61,2022-09-20 12:18:28,1326833868637409280,اهواز نت همراه اول قطع کردن نت ایرانسل به شدت ضعیفه خیلی پشت خوزستان نبودید که صداش در نیومده ولی این یعنی داره بلند میشه میترسن که بلند بشه مثل قبل یادتون نره کنار هم باشم ما تا تونستیمم هشتک زدیم بازم امید هست به هشتکا شما #Mahsa_Amini #مهسا_امینی #Prayforiran,False,False,False,"{'hamrah_aval', 'irancell'}",-2,1
62,2022-09-20 12:17:53,1417194175410360323,اینترنت خط همراه اول توی اصفهان قطع شد. #مهسا_امینی,False,False,False,{'hamrah_aval'},-1,1
63,2022-09-20 12:16:19,983398327336218624,نت همراه اول تو اهواز قطعه، احتمالا بخاطر امروز عصر باشه. #مهسا_امینی,False,False,False,{'hamrah_aval'},0,1
64,2022-09-20 12:14:05,1479015399073230850,اهواز فقط یه فراخوان زد نت همراه اول کلا پرید بیایم بیرون با تانک و تیربار مثل سال ۹۸منتظرمون خواهند بود #مهسا_امینی #Mahsa_Amini,False,False,False,{'hamrah_aval'},0,1
65,2022-09-20 12:13:33,1286432045191827456,اینترنت همراه اول اهواز رو قطع کردن ایرانسل هم خیلی ضعیف شده خواهش میکنم بعد قطع کردن سمت اپلیکیشن‌های داخلی نرید، اینجور انگار دارید ب هدفشون میرسونیدشون التماستون میکنم.,False,False,False,"{'hamrah_aval', 'irancell'}",-1,1
66,2022-09-20 12:07:54,1451915975733829636,بچه‌ها نت همراه ا‌ول قطع شده,False,False,False,{'hamrah_aval'},-1,1
67,2022-09-20 12:06:38,897141073130254336,تو اهواز نت همراه اول قطع شده و اینترنت ایرانسل به شدت ضعیفه #مهسا_امینی,False,False,False,"{'hamrah_aval', 'irancell'}",-2,1
68,2022-09-20 12:06:19,1533313508523266048,اینترنت همراه اول و ایرانسل اهواز قط شده، بابا چه خبرتونه چهههه خبرتونههههه، هنوز اهوازیا کاری نکردن همه ریدن,False,False,False,"{'hamrah_aval', 'irancell'}",0,1
69,2022-09-20 11:55:47,871518045340135424,نت وای فای و ایرانسلم قطع شده فقط همراه اول کار میکنه خیلی حقیرین خیلی #مهسا_امینی #Mahsa_Amini,False,False,False,{'hamrah_aval'},0,1
70,2022-09-20 11:55:47,1533313508523266048,ایرانسل و همراه اول من قط شده من با چیز دیگه اومدم میترسم اسمشو بگم اینم قط کنن، بابا چه خبرتونه هنوز اهوازیا کاری نکردن بدبخت ریدن به خودشون,False,False,True,"{'hamrah_aval', 'irancell'}",0,1
71,2022-09-20 11:54:38,1283170460419727361,اینترنت همراه اول و ایرانسل #اهواز قطع شد. #مهسا_امینی #مهساامینی,False,False,False,"{'hamrah_aval', 'irancell'}",-1,0
72,2022-09-20 11:54:31,1023099328322260997,الان با همراه اول وی‌پی‌انم بازه,False,False,True,{'hamrah_aval'},0,1
73,2022-09-20 11:54:04,1565638301826129920,بچه‌ها نت همراه اول اهوازو قطع کردن اینکه میگن هشتگ حساب نمیشه میخوان که هشتگ نزنید ادامه بدید ارتباطتونو باهم حفظ کنید حتی اگه نت قطع شد,False,False,False,{'hamrah_aval'},0,1
74,2022-09-20 11:53:22,14432250,با اینترنت همراه اول نمیشه وی‌پی‌ان زد؟,False,False,False,{'hamrah_aval'},0,1
75,2022-09-20 11:51:40,979625348559261696,دروغ روزنامه شرق در مورد فیلتر نام مهسا امینی در همراه اول و شرارت و سواستفاده از مرگ #مهسا_امینی #پرچم_ایران_بالاست #مهساامینی,False,False,False,{'hamrah_aval'},-1,1
76,2022-09-20 11:49:33,872178139866247171,قطع کامل نت (یا دسترسی محدود به نت ۲G) همراه اول در خیلی از مناطق خوزستان گزارش شده #مهسا_امینی #فیلتر_نت,False,False,False,{'hamrah_aval'},0,1
77,2022-09-20 11:46:54,1479015399073230850,وای اره همراه اول من کلا قطعه اینم ایرانسل که به زور وصل میشه,False,False,True,"{'hamrah_aval', 'irancell'}",0,1
78,2022-09-20 11:45:45,1460244618243629064,اینترنت همراه اول در #ماهشهر قطع شد! #مهسا_امینی #Mahsa_Amini,False,False,False,{'hamrah_aval'},0,1
79,2022-09-20 11:38:24,872178139866247171,اختلال در اینترنت همراه اول در خوزستان #فیلتر_نت,False,False,False,{'hamrah_aval'},-1,1
80,2022-09-20 11:31:43,814947738702020608,اینترنت همراه اول تو اهواز قطع شده و ایرانسل به شدت کند شده,False,False,False,"{'hamrah_aval', 'irancell'}",-2,1
81,2022-09-20 11:22:45,1567545475531784192,دانشگاه رو مجازی کردن و اینترنت رو قطع نه همراه اول جواب میده نه رایتل دارن چه غلطی میکنن اینا چند چندن با خودشون؟ #مهسا_امینی,False,False,False,"{'rightel', 'hamrah_aval'}",0,1
82,2022-09-20 11:22:34,735114410797195264,اینترنت همراه اول #اهواز قطع شده #internetdown #MahsaAmini #مهسا_امینی,False,False,False,{'hamrah_aval'},0,0
83,2022-09-20 11:21:53,1365560302566318080,نت همراه اول تو اهواز قطع شد!,False,False,False,{'hamrah_aval'},0,1
84,2022-09-20 11:21:50,903662579536588801,شهر به شهر قطع میکنن. اینجا همراه اول و رایتل قطع شده توی همین ربع ساعت اخیر.,False,False,True,"{'rightel', 'hamrah_aval'}",-1,1
85,2022-09-20 11:20:37,1077093246126510080,اینترنت همراه اول در بعضی شهر‌های خوزستان قطع شد فقط ایرانسل وصله اونم با سرعت پایین #مهسا_امینی,False,False,False,"{'hamrah_aval', 'irancell'}",0,1
86,2022-09-20 11:20:31,903662579536588801,شهر به شهر قطع میکنن. اینجا رایتل و همراه اول قطع شده. ایرانسل هم هنوز اطلاعی ندارم.,False,False,True,"{'rightel', 'hamrah_aval', 'irancell'}",-1,0
87,2022-09-20 11:19:56,1545397562433277953,اهواز نت همراه اول داره یا قطعه؟,False,False,False,{'hamrah_aval'},0,1
88,2022-09-20 11:19:12,721679923,نت همراه اول رو قطع کردن نه؟,False,False,False,{'hamrah_aval'},0,1
89,2022-09-20 11:18:54,1451801344361259008,کلا همراه اول قطع شده زنگ هم نمیشه زد #مهسا_امینی,False,False,True,{'hamrah_aval'},0,1
90,2022-09-20 11:18:47,1555746319033315328,اینترنت همراه اول رو قطع کردن اگر صدامون قطع شد اینجا، دلیل بر فراموشیمون نیست #مهسا_امینی #MahsaAmini,False,False,False,{'hamrah_aval'},0,1
91,2022-09-20 11:18:08,252507021,من با همراه اول هستم سرعتش خوبه الانم فیلم آپلود کردم,False,False,True,{'hamrah_aval'},1,1
92,2022-09-20 11:15:32,1424248089817272323,اینترنت همراه اول قطع شد. خدا بخیر کنه #قطعی_اینترنت #مهسا_امینی,False,False,False,{'hamrah_aval'},0,1
93,2022-09-20 11:13:32,4412131954,حدودا ۱۰ دقیقه‌ای میشه اینترنت همراه اول به شدت ضعیف شده، فقط با E میشه پیام داد، از ترس کونته کسکم,False,False,False,{'hamrah_aval'},-1,1
94,2022-09-20 11:12:04,832590354545311744,نت همراه اول #اهواز کاملا از دسترس خارج شد.,False,False,False,{'hamrah_aval'},-1,1
95,2022-09-20 11:11:22,1248426238324047877,اینترنت همراه اول و رایتل قطع شد!! لوکیشن: دزفول #مهسا_امینی #MahsaAmini,False,False,False,"{'rightel', 'hamrah_aval'}",0,1
96,2022-09-20 11:10:12,1431623811867238400,اگه شما به قول خودتون ریگی تو کفشتون نیستو مهسا از قبل مریض بوده چرا این همه پلیس میفرستید تا مردم کتک بزنن؟ یا نتو قطع میکنید کسی اعتراض نکنه و صداش به دنیا نرسه؟ یا به همراه اول و ایرانسل میگید پیامک‌های درباره مهسا ارسال نکنه؟ #Mahsa_Amini #MahsaAmini #مهسا_امینی,False,False,False,"{'hamrah_aval', 'irancell'}",0,1
97,2022-09-20 11:08:02,1342181131408572417,هعی همراه اول کلا اینجا کار نمیکنه شانس مایه #Mahsa_Amini twenty-two yo Iranian girl is brutally killed by Sharia police in Iran. #IranianLivesMatter #مهسا_امینی,False,False,True,{'hamrah_aval'},-1,1
98,2022-09-20 11:06:59,1515387202750095360,نت خط همراه اول #اهواز کامل قطع شد #مهسا_امینی,False,False,False,{'hamrah_aval'},-1,1
99,2022-09-20 11:06:16,1244319642295943173,قطع اینترنت همراه اول در اهواز! #مهسا_امینی,False,False,False,{'hamrah_aval'},0,1
100,2022-09-20 11:05:17,748607427898187776,اینترنت همراه اول توو اهواز از صبح به شدت ضعیف بود، الانم دیگه قطع شد:,False,False,False,{'hamrah_aval'},-1,1
101,2022-09-20 11:04:07,1529784223858573314,کم کم دارن نتو قطع میکنن چون همراه اول قطع شده انگار,False,False,False,{'hamrah_aval'},-1,1
102,2022-09-20 11:02:18,1548695559892045826,اهواز نت همراه اول قطع شده,False,False,False,{'hamrah_aval'},-1,1
103,2022-09-20 10:37:56,875070106568732673,دیشب اینترنت همراه اول منطقه دانشگاه و آزادی قطع بود و دم در نیروهای سرکوب بودند,False,False,True,{'hamrah_aval'},-1,0
104,2022-09-20 10:34:27,1458641786314887174,کلا کند شده همراه اول داغونه ایران سل یه کم بهتره,False,False,True,"{'hamrah_aval', 'irancell'}",-1,1
105,2022-09-20 09:47:06,368789975,در این روزها معمولا پیامی از همراه اول و ایرانسل به شما ارسال میشه مبنی بر اینکه شما برنده حجم اینترنت و مکالمه شدید این موارد همه برای رصد بهتر هست جالبه که جایزه مکالمه میدن با تمام خطوط کشور همین اپراتورهایی که تا دیروز به زور مکالمه درون خطی میدادن ناگهان میشن حاتم طایی,False,False,False,"{'hamrah_aval', 'irancell'}",0,1
106,2022-09-20 09:38:39,1562747106913243138,مشترک گرامی! بسته سی روزه شما روبه اتمام است فقط چند دقیقه فرصت دارید از این پس عبادات شما با نرخ عادی محاسبه میشوندپس ازدقایق باقیمانده نهایت استفاده راببریدبسته شما تا سال آینده تمدید نخواهد شد! اما نگران نباشیدهیچکس تنها نیست همراه اول و آخر الله جان #ماه_امید #طلوع_امید,True,False,False,{'hamrah_aval'},1,1
107,2022-09-20 09:36:09,1553339752132354049,نت همراه اول چرا اینجوریههههههه #مهسا_امینی,False,False,True,{'hamrah_aval'},0,1
108,2022-09-20 09:30:56,1445652558156943361,من خودم تو شهر سنندج دو روزه نت ایرانسل و همراه اول کلن قطه ماهواره کلن پارازیته و الانم به زور به وای فای وصل شدم دیروز یه دونه مغازه باز نبود تو شهر و کل خیابون‌ها از ترس شون پر مامور بود که اکثرا هم از شهرای دیگه بودن و فقط کافی بود جلو شون راه بری با باتوم میزدن الکی,False,False,True,"{'hamrah_aval', 'irancell'}",-1,1
109,2022-09-20 09:26:38,1553339752132354049,اینجا نت همراه اول خیلی ضعیفه شما چی؟ #مهسا_امینی,False,False,True,{'hamrah_aval'},-1,1
110,2022-09-20 09:26:38,1553339752132354049,سلام اینجا نت همراه اول ب شدت ضعیفه شما چی؟ #مهسا_امینی,False,False,True,{'hamrah_aval'},0,1
111,2022-09-20 09:23:46,1485876310320820225,۷ دیشب تهران ظاهرا اینترنت همراه اول قطع شده بود این می‌تونه یه تلنگری باشه برای ادامه تظاهرات.,False,False,False,{'hamrah_aval'},0,1
112,2022-09-20 09:14:19,1566316731433459713,هشتگ زدن اگه بی‌فایده بود الان اینترنت بعضی شهرا قطع نبود هشتگ زدن اگه بی فایده بوداپراتور همراه اول اسم #مهسا_امینی رو فیلتر نمیکرد هشتگ زدن اگه بی فایده بود تلاش نمیکردن طرح صیانت اجرا بشه هشتگ اگه بی فایده بود اینترنتا ضعیف نمیشد,False,False,True,{'hamrah_aval'},-1,1
113,2022-09-20 09:10:13,1261225667083079681,بنا به اخبار رسیده به دست ما، بارگذاری (آپلود) ویدیو در شهر مشهد و در شبکه‌های اینترنت همراه اول و ایرانسل به طور عمدی دچار اختلال شده است. تصویر اول وضعیت سرعت دانلود و آپلود ایرانسل و تصویر دوم همراه اول را در مشهد نشان می‌دهد. #فیلترنت #قطعی_اینترنت,False,False,False,"{'hamrah_aval', 'irancell'}",0,1
114,2022-09-20 09:09:06,1462803362571771910,تجربه به من ثابت کرده همراه اول فیلترشده‌ترین اینترنت ایران رو در اختیار داره تقی به توقی بخوره ممکنه اول نت همراه اول قط شه اگه میتونین از اپراتور‌های دیگه استفاده کنین,False,False,False,{'hamrah_aval'},0,1
115,2022-09-20 09:04:19,1552928961197445120,همراه اول عزیز آیا پیامک رمز پویا هم حاوی مهسا امینی است که نمیفرستی؟ #مهسا_امینی #امیرحسین_خادمی,False,False,False,{'hamrah_aval'},0,1
116,2022-09-20 08:38:50,1210965614996574208,روزی رامیبینم که #ایرانسل و #همراه_اول و #مخابرات ورشکسته خواهندشد پروژه استارلینگ و #ایلان_ماسک بر روی حکومتهای #دیکتاتور مردم ازار مثل #کره_شمالی و #جمهوری_اسلامی و #افقانستان قطعا هم تلفن هم #اینترنت رایگان خواهد بود…! مردم #کره_شمالی باید ببینن چه برسرشات امده! #مهسا_امینی,False,False,False,"{'hamrah_aval', 'irancell'}",0,1
117,2022-09-20 08:35:36,1531584391431999488,اینترنت جهانی با همین ایرانسل و همراه اول کار میکنه؟ داستانش چیه؟,False,False,True,"{'hamrah_aval', 'irancell'}",0,1
118,2022-09-20 08:25:02,1426138893590671363,دیشب هرکی بسته نتش تموم میشد، همراه اول اصلا براش بسته جدید فعال نمیکرد؛ بعد نیم ساعت همچین چیزی میگفت. #مهسا_امینی #Mahsa_Amini #MahsaAmini,False,False,False,{'hamrah_aval'},-1,1
119,2022-09-20 08:11:27,1319378437388308490,همراه اول ضعیف شده,False,False,True,{'hamrah_aval'},-1,1
120,2022-09-20 08:05:50,1536597086740926464,بزار هرچقدر میخواد باشه. فقط از ایرانسل و همراه اول حرومی خلاص بشیم حرومیا هر هفته دارم ۱۰ گیگ میزنم. کلا ۲جا بیشتر نمیرم ۱. واتساپ ۲‌. توییتر,False,False,True,"{'hamrah_aval', 'irancell'}",-1,1
121,2022-09-20 07:58:00,1422846801162297352,ایرانسل و همراه اول نت ندارم:) فقط وای فای خونه به افتضاح‌ترین سرعت ممکن,False,False,True,"{'hamrah_aval', 'irancell'}",0,1
122,2022-09-20 07:50:37,1518691249728933900,ادعای کذب شرق هم مبنی بر فیلتر شدن نام مهساامینی در اپراتور همراه اول فاش شد! #دروغ_ضرب_و_شتم_مهسا #دادستان_کجاست,False,False,False,{'hamrah_aval'},0,1
123,2022-09-20 07:48:48,1238119645804146691,بله، همراه اول,False,False,True,{'hamrah_aval'},0,1
124,2022-09-20 07:42:46,1568537982822498304,اگه جایی هستی که همراه اول آنتن میده با امداد تماس بگیر میان بکسل میکنن,False,False,True,{'hamrah_aval'},0,1
125,2022-09-20 07:35:47,1537122271382458369,همراه اول که کلا هیچچچ!,False,False,True,{'hamrah_aval'},1,1
126,2022-09-20 07:31:28,728560572,کد پیشواز ایرانسلش ۸۰۰۲۰۹۸۳ بفرستین به ۷۵۷۵ همراه اول کد ۳۱۹۸۶ بفرستین ۸۹۸۹,False,False,True,{'hamrah_aval'},0,0
127,2022-09-20 07:21:04,1109548466034958338,شاید براتون جالب باشه که با وجود تمام اتفاقاتی که افتاده چرا اینترنت رو بطور کلی قطع نمیکنن یبار یه دوستی بهم گفت همراه اول بخاطر یه اختلال ۵ دقیقه‌ای تو اینترنت متحمل چند ده میلیارد ضرر شد خزانه ملی هم که خالیه الان دیگه توان ضرر کردن ندارن الان هیچ جوره نمیتونن #مهسا_امینی,False,False,False,{'hamrah_aval'},-1,1
128,2022-09-20 07:17:05,798223061539573760,صبح اینترنت همراه اول کار میکرد پس شلوغه بیرون که الان از کار افتاده.,False,False,False,{'hamrah_aval'},-1,1
